event,gender,clas_s,category,sub_category,wind,athlete,year,position,school,series,mark,points
100 Meter ,Boys,3,Track Event,Sprints,0.1,Alex Lewis,26,5,Calabar High School,,11.16X,4
100 Meter ,Boys,2,Track Event,Sprints,0.6,Joshua Ricketts,26,2,Calabar High School,,10.42X,7
100 Meter ,Boys,2,Track Event,Sprints,0.6,Javane Clayton,26,6,Calabar High School,,10.58X,3
100 Meter ,Boys,3,Track Event,Sprints,0.1,Jaron Brooks,26,6,Campion College,,11.22X,3
100 Meter ,Girls,3,Track Event,Sprints,0.9,Tyniqua Moulton,26,6,Clarendon College,,11.96X,3
100 Meter ,Girls,3,Track Event,Sprints,0.9,Azaria Harris,26,3,Convent of Mercy Academy (ALPHA),,11.77X,6
100 Meter ,Girls,3,Track Event,Sprints,0.9,Aliyah Ross,26,8,Convent of Mercy Academy (ALPHA),,12.22X,1
100 Meter ,Girls,2,Track Event,Sprints,0.9,Kerelle Etienne,26,8,Edwin Allen High School,,22.46X,1
100 Meter ,Girls,3,Track Event,Sprints,0.9,Danelia Clarke,26,1,Edwin Allen High School,,11.66X,9
100 Meter ,Girls,3,Track Event,Sprints,0.9,Andriana Pine,26,7,Edwin Allen High School,,12.01X,2
100 Meter ,Girls,1,Track Event,Sprints,0.7,Alexxe Henry,26,2,Edwin Allen High School,,11.21X,7
100 Meter ,Girls,1,Track Event,Sprints,0.7,Renecia Edwards,26,3,Edwin Allen High School,,11.45X,6
100 Meter ,Boys,1,Track Event,Sprints,1.2,Romario Finnigan,26,3,Edwin Allen High School,,10.22X,6
100 Meter ,Boys,1,Track Event,Sprints,1.2,Kenrick Austin,26,7,Edwin Allen High School,,10.38X,2
100 Meter ,Girls,4,Track Event,Sprints,0.1,Monique Bogle,26,2,Edwin Allen High School,,12.30X,7
100 Meter ,Girls,4,Track Event,Sprints,0.1,Shantwae Green,26,3,Edwin Allen High School,,12.40X,6
100 Meter ,Girls,2,Track Event,Sprints,0.9,Kedoya Lindo,26,6,Excelsior High School,,11.77X,3
100 Meter ,Boys,1,Track Event,Sprints,1.2,Riquelme Reid,26,1,Excelsior High School,,10.12X,9
100 Meter ,Boys,1,Track Event,Sprints,1.2,Malike Nugent,26,5,Excelsior High School,,10.32X,4
100 Meter ,Girls,4,Track Event,Sprints,0.1,Brianna Gray,26,1,Excelsior High School,,12.01X,9
100 Meter ,Girls,3,Track Event,Sprints,0.9,Rihanna Scott,26,2,Ferncourt High School,,11.74X,7
100 Meter ,Girls,1,Track Event,Sprints,0.7,Shanoya Douglas,26,1,Holland High School,,10.98X,9
100 Meter ,Boys,1,Track Event,Sprints,1.2,Johan-Ramaldo Smythe,26,6,Holland High School,,10.34X,3
100 Meter ,Girls,2,Track Event,Sprints,0.9,Nickayla Russell,26,7,Holmwood Technical High School,,11.96X,2
100 Meter ,Girls,1,Track Event,Sprints,0.7,Shemonique Hazle,26,--,Hydel High School,,DNFX,0
100 Meter ,Girls,1,Track Event,Sprints,0.7,Shevi-Anne Shim,26,5,Immaculate Conception High School,,11.66X,4
100 Meter ,Girls,4,Track Event,Sprints,0.1,Crisan Allen,26,4,Immaculate Conception High School,,12.41X,5
100 Meter ,Girls,4,Track Event,Sprints,0.1,Melaysia Vernon,26,8,Immaculate Conception High School,,12.58X,1
100 Meter ,Boys,3,Track Event,Sprints,0.1,Adrian Phillips,26,7,Jamaica College,,11.31X,2
100 Meter ,Boys,2,Track Event,Sprints,0.6,Kai Kelly,26,1,Jamaica College,,10.28X,9
100 Meter ,Boys,3,Track Event,Sprints,0.1,Kemanic Edwards,26,4,Kingston College,,11.04X,5
100 Meter ,Boys,1,Track Event,Sprints,1.2,Nyrone Wade,26,8,Kingston College,,10.44X,1
100 Meter ,Girls,4,Track Event,Sprints,0.1,De'Ana Ellis,26,5,Lacovia High School,,12.43X,4
100 Meter ,Girls,2,Track Event,Sprints,0.9,Giana Murray,26,3,Mount Alvernia High School,,11.61X,6
100 Meter ,Girls,3,Track Event,Sprints,0.9,Veneisha Pottinger,26,4,Mount Alvernia High School,,11.79X,5
100 Meter ,Girls,1,Track Event,Sprints,0.7,Sharla Bell,26,7,Mount Alvernia High School,,11.90X,2
100 Meter ,Girls,1,Track Event,Sprints,0.7,Shakeya Reid,26,6,Penwood High School,,11.82X,3
100 Meter ,Boys,2,Track Event,Sprints,0.6,Ajannie Kelly,26,4,St. Elizabeth Technical High School,,10.45X,5
100 Meter ,Boys,1,Track Event,Sprints,1.2,Tyreece Foreman,26,2,St. George's College,,10.21X,7
100 Meter ,Boys,3,Track Event,Sprints,0.1,J'Den Fisher,26,3,St. Jago High School,,10.83X,6
100 Meter ,Boys,2,Track Event,Sprints,0.6,Jevaney Findlay,26,7,St. Jago High School,,10.68X,2
100 Meter ,Boys,2,Track Event,Sprints,0.6,Marquies Page,26,--,St. Jago High School,,FSX,0
100 Meter ,Girls,2,Track Event,Sprints,0.9,Shannia Campbell,26,2,St. Jago High School,,11.59X,7
100 Meter ,Girls,2,Track Event,Sprints,0.9,Adora Campbell,26,4,St. Jago High School,,11.62X,5
100 Meter ,Girls,2,Track Event,Sprints,0.9,Shayon Smith,26,5,St. Mary High School,,11.62X,4
100 Meter ,Boys,2,Track Event,Sprints,0.6,Ricardo Mann,26,3,Vere Technical High School,,10.44X,6
100 Meter ,Girls,4,Track Event,Sprints,0.1,Brianna King,26,6,Vere Technical High School,,12.48X,3
100 Meter ,Girls,4,Track Event,Sprints,0.1,Omeikia Shepherd,26,7,Vere Technical High School,,12.56X,2
100 Meter ,Boys,3,Track Event,Sprints,0.1,Jamali Laing,26,8,William Knibb Memorial High School,,11.58X,1
100 Meter ,Boys,1,Track Event,Sprints,1.2,Sanjay Seymore,26,4,William Knibb Memorial High School,,10.30X,5
100 Meter ,Boys,3,Track Event,Sprints,0.1,Ajani Lumley,26,1,Wolmer's Boys School,,10.71X,9
100 Meter ,Boys,3,Track Event,Sprints,0.1,Joshua Mcwilliams,26,2,Wolmer's Boys School,,10.81X,7
100 Meter ,Boys,2,Track Event,Sprints,0.6,Mario Ross,26,5,Wolmer's Boys School,,10.47X,4
100 Meter ,Girls,2,Track Event,Sprints,0.9,Natrece East,26,1,Wolmer's Trust High School For Girls,,11.21X,9
100 Meter ,Girls,1,Track Event,Sprints,0.7,Tiana Marshall,26,4,Wolmer's Trust High School For Girls,,11.59X,5
100 Meter ,Girls,3,Track Event,Sprints,0.9,Micka-Lee James,26,5,York Castle High School,,11.92X,4
100 Meter Hurdles ,Boys,3,Track Event,Hurdles,-1.3,Alex Lewis,26,3,Calabar High School,,13.46X,6
100 Meter Hurdles ,Boys,3,Track Event,Hurdles,-1.3,Chadwick Robinson,26,7,Calabar High School,,13.97X,2
100 Meter Hurdles ,Girls,2,Track Event,Hurdles,-1.8,Shalomi Berry,26,--,Convent of Mercy Academy (ALPHA),,DNFX,0
100 Meter Hurdles ,Girls,1,Track Event,Hurdles,-2,Amoi Kentish,26,3,Excelsior High School,,14.10X,6
100 Meter Hurdles ,Girls,1,Track Event,Hurdles,-2,Regina Bailey,26,5,Holmwood Technical High School,,14.29X,4
100 Meter Hurdles ,Girls,1,Track Event,Hurdles,-2,Aaliyah Mullings,26,6,Hydel High School,,14.49X,3
100 Meter Hurdles ,Girls,2,Track Event,Hurdles,-1.8,Annieka Carnegie,26,2,Hydel High School,,13.43X,7
100 Meter Hurdles ,Girls,1,Track Event,Hurdles,-2,Joi-Anne Russell,26,7,Immaculate Conception High School,,14.69X,2
100 Meter Hurdles ,Girls,2,Track Event,Hurdles,-1.8,Kyra-Loye Kelly,26,--,Immaculate Conception High School,,FSX,0
100 Meter Hurdles ,Boys,3,Track Event,Hurdles,-1.3,Adrian Phillips,26,2,Jamaica College,,13.12X,7
100 Meter Hurdles ,Boys,3,Track Event,Hurdles,-1.3,Denton Richards,26,5,Jamaica College,,13.63X,4
100 Meter Hurdles ,Boys,3,Track Event,Hurdles,-1.3,Drequan Jones,26,6,Kingston College,,13.65X,3
100 Meter Hurdles ,Boys,3,Track Event,Hurdles,-1.3,Zachary Hunter,26,8,Kingston College,,14.02X,1
100 Meter Hurdles ,Boys,3,Track Event,Hurdles,-1.3,Dylan Bent,26,4,Manchester High School,,13.52X,5
100 Meter Hurdles ,Girls,1,Track Event,Hurdles,-2,Shakeya Reid,26,4,Penwood High School,,14.12X,5
100 Meter Hurdles ,Girls,1,Track Event,Hurdles,-2,Michaelann Lindo,26,8,St. Catherine High School,,14.88X,1
100 Meter Hurdles ,Girls,1,Track Event,Hurdles,-2,Bryana Davidson,26,2,St. Jago High School,,14.06X,7
100 Meter Hurdles ,Girls,2,Track Event,Hurdles,-1.8,Martina Parkes,26,3,St. Jago High School,,13.64X,6
100 Meter Hurdles ,Girls,2,Track Event,Hurdles,-1.8,Malayia Duncan,26,5,St. Jago High School,,14.08X,4
100 Meter Hurdles ,Girls,2,Track Event,Hurdles,-1.8,Martina Moxam,26,6,Vere Technical High School,,14.98X,3
100 Meter Hurdles ,Boys,3,Track Event,Hurdles,-1.3,Jamali Laing,26,1,William Knibb Memorial High School,,13.07X,9
100 Meter Hurdles ,Girls,1,Track Event,Hurdles,-2,Tiana Marshall,26,1,Wolmer's Trust High School For Girls,,13.33X,9
100 Meter Hurdles ,Girls,2,Track Event,Hurdles,-1.8,Akeelah Bell,26,1,Wolmer's Trust High School For Girls,,13.32X,9
100 Meter Hurdles ,Girls,2,Track Event,Hurdles,-1.8,Jadea Harris,26,4,Wolmer's Trust High School For Girls,,13.99X,5
110 Meter Hurdles ,Boys,1,Track Event,Hurdles,-1.6,Davion Myers,26,6,Buff Bay High School,,13.84X,3
110 Meter Hurdles ,Boys,1,Track Event,Hurdles,-1.6,Dijon Swaine,26,2,Calabar High School,,13.48X,7
110 Meter Hurdles ,Boys,2,Track Event,Hurdles,-1.3,Divondrae Matthews,26,3,Calabar High School,,13.76X,6
110 Meter Hurdles ,Boys,2,Track Event,Hurdles,-1.3,Kemarley Fletcher,26,--,Calabar High School,,DNFX,0
110 Meter Hurdles ,Boys,1,Track Event,Hurdles,-1.6,Robert Miller,26,1,Hydel High School,,13.41X,9
110 Meter Hurdles ,Boys,1,Track Event,Hurdles,-1.6,Tafari Levy,26,7,Jamaica College,,13.91X,2
110 Meter Hurdles ,Boys,1,Track Event,Hurdles,-1.6,Shakir Lewis,26,8,Jamaica College,,14.12X,1
110 Meter Hurdles ,Boys,2,Track Event,Hurdles,-1.3,Gregory Williams,26,5,Jamaica College,,14.04X,4
110 Meter Hurdles ,Boys,1,Track Event,Hurdles,-1.6,Taj-Oneil Gordon,26,3,Kingston College,,13.59X,6
110 Meter Hurdles ,Boys,2,Track Event,Hurdles,-1.3,Brandon Bennett,26,2,Kingston College,,13.62X,7
110 Meter Hurdles ,Boys,2,Track Event,Hurdles,-1.3,Daquan Dawkins,26,6,Kingston College,,14.27X,3
110 Meter Hurdles ,Boys,1,Track Event,Hurdles,-1.6,Romario Jibbison,26,4,St. Jago High School,,13.63X,5
110 Meter Hurdles ,Boys,2,Track Event,Hurdles,-1.3,Marquies Page,26,1,St. Jago High School,,13.06X,9
110 Meter Hurdles ,Boys,2,Track Event,Hurdles,-1.3,Jhabarie Whyte,26,7,Vere Technical High School,,14.48X,2
110 Meter Hurdles ,Boys,1,Track Event,Hurdles,-1.6,Raejhaun Riley,26,5,William Knibb Memorial High School,,13.74X,4
110 Meter Hurdles ,Boys,2,Track Event,Hurdles,-1.3,Mark-Daniel Allen,26,4,Wolmer's Boys School,,13.77X,5
1500 Meter ,Boys,1,Track Event,Middle Distance,,Nicholas Frederick,26,4,Alphansus Davis High School,,4:00.76X,5
1500 Meter ,Boys,1,Track Event,Middle Distance,,Raheem Palmer,26,--,Alphansus Davis High School,,DNFX,0
1500 Meter ,Girls,3,Track Event,Middle Distance,,Kayanna Douglas,26,8,Alphansus Davis High School,,5:13.59X,1
1500 Meter ,Boys,3,Track Event,Middle Distance,,Garwain Thomas,26,10,Alphansus Davis High School,,4:49.68X,0
1500 Meter ,Girls,2,Track Event,Middle Distance,,Alikay Reynolds,26,2,Alphansus Davis High School,,4:44.79X,7
1500 Meter ,Girls,2,Track Event,Middle Distance,,Tabbrel Williams,26,5,Alphansus Davis High School,,4:48.23X,4
1500 Meter ,Girls,1,Track Event,Middle Distance,,Ameiah Samuel,26,5,Alphansus Davis High School,,4:51.59X,4
1500 Meter ,Boys,1,Track Event,Middle Distance,,Roquelme Johnson,26,8,Bellefield High School,,4:06.33X,1
1500 Meter ,Girls,3,Track Event,Middle Distance,,Althea Bolton,26,10,Bellefield High School,,5:15.66X,0
1500 Meter ,Boys,2,Track Event,Middle Distance,,Jevaughn Tomlin,26,2,Bellefield High School,,4:10.95X,7
1500 Meter ,Girls,1,Track Event,Middle Distance,,Rhodonna Prince,26,8,Bellefield High School,,5:13.71X,1
1500 Meter ,Boys,1,Track Event,Middle Distance,,Justin Webb,26,7,Calabar High School,,4:03.28X,2
1500 Meter ,Boys,1,Track Event,Middle Distance,,Dujhauntai Lewis,26,11,Calabar High School,,4:24.05X,0
1500 Meter ,Boys,3,Track Event,Middle Distance,,Tavion Taylor,26,6,Calabar High School,,4:34.69X,3
1500 Meter ,Boys,3,Track Event,Middle Distance,,Marcus Maragh,26,7,Calabar High School,,4:35.96X,2
1500 Meter ,Girls,3,Track Event,Middle Distance,,Alexjordan Hall,26,1,Clarendon College,,4:47.35X,9
1500 Meter ,Girls,3,Track Event,Middle Distance,,Danoya Scott,26,2,Convent of Mercy Academy (ALPHA),,4:48.54X,7
1500 Meter ,Girls,1,Track Event,Middle Distance,,Ashanti Parkes,26,10,Convent of Mercy Academy (ALPHA),,5:33.47X,0
1500 Meter ,Boys,2,Track Event,Middle Distance,,Markland Williams,26,--,Denbigh High School,,DNFX,0
1500 Meter ,Boys,1,Track Event,Middle Distance,,Joel Morgan,26,3,Edwin Allen High School,,3:58.20X,6
1500 Meter ,Boys,1,Track Event,Middle Distance,,Moses Johnson,26,10,Edwin Allen High School,,4:14.45X,0
1500 Meter ,Girls,3,Track Event,Middle Distance,,Romeann Gray,26,3,Edwin Allen High School,,4:48.72X,6
1500 Meter ,Girls,2,Track Event,Middle Distance,,Kevongaye Fowler,26,1,Edwin Allen High School,,4:41.37X,9
1500 Meter ,Girls,2,Track Event,Middle Distance,,Rhianna Collington,26,12,Edwin Allen High School,,5:38.69X,0
1500 Meter ,Girls,1,Track Event,Middle Distance,,Horecia Love,26,4,Edwin Allen High School,,4:50.21X,5
1500 Meter ,Boys,3,Track Event,Middle Distance,,Bryan Stewart,26,5,Excelsior High School,,4:33.06X,4
1500 Meter ,Girls,2,Track Event,Middle Distance,,Niccaya Anderson,26,11,Excelsior High School,,5:19.67X,0
1500 Meter ,Boys,2,Track Event,Middle Distance,,Keniel Daniels,26,8,Excelsior High School,,4:18.09X,1
1500 Meter ,Boys,3,Track Event,Middle Distance,,Trey-Shawn Kelly,26,11,Foga Road High School,,4:49.92X,0
1500 Meter ,Girls,3,Track Event,Middle Distance,,Felicia Compass,26,4,Holmwood Technical High School,,4:53.79X,5
1500 Meter ,Girls,3,Track Event,Middle Distance,,Karcia Blair,26,7,Holmwood Technical High School,,5:12.53X,2
1500 Meter ,Boys,3,Track Event,Middle Distance,,Joshua Pryce,26,4,Holmwood Technical High School,,4:28.29X,5
1500 Meter ,Girls,2,Track Event,Middle Distance,,Ashley Shepherd,26,7,Holmwood Technical High School,,5:02.91X,2
1500 Meter ,Boys,2,Track Event,Middle Distance,,Antuwan Newland,26,7,Holmwood Technical High School,,4:17.18X,2
1500 Meter ,Girls,1,Track Event,Middle Distance,,Jovi Rose,26,1,Holmwood Technical High School,,4:45.15X,9
1500 Meter ,Girls,1,Track Event,Middle Distance,,Florence Nafamba,26,7,Holmwood Technical High School,,5:00.71X,2
1500 Meter ,Boys,3,Track Event,Middle Distance,,Shamore Welch,26,9,Hydel High School,,4:44.01X,0
1500 Meter ,Girls,2,Track Event,Middle Distance,,Dallia Fairweather,26,4,Hydel High School,,4:47.46X,5
1500 Meter ,Girls,1,Track Event,Middle Distance,,Rihanna Morgan,26,3,Hydel High School,,4:47.55X,6
1500 Meter ,Girls,2,Track Event,Middle Distance,,Netanya Robinson,26,10,Immaculate Conception High School,,5:18.32X,0
1500 Meter ,Boys,1,Track Event,Middle Distance,,Shemar Green,26,5,Jamaica College,,4:01.56X,4
1500 Meter ,Boys,1,Track Event,Middle Distance,,Carlos Brison-Caines,26,9,Jamaica College,,4:12.83X,0
1500 Meter ,Boys,3,Track Event,Middle Distance,,Rickardo Lee,26,2,Jamaica College,,4:18.42X,7
1500 Meter ,Boys,3,Track Event,Middle Distance,,Ajovi Williams,26,3,Jamaica College,,4:25.11X,6
1500 Meter ,Boys,2,Track Event,Middle Distance,,Bevin Davey,26,4,Jamaica College,,4:11.64X,5
1500 Meter ,Boys,2,Track Event,Middle Distance,,Cavel Nooks,26,6,Jamaica College,,4:12.22X,3
1500 Meter ,Boys,1,Track Event,Middle Distance,,Nahashon Ruto,26,2,Kingston College,,3:55.91X,7
1500 Meter ,Boys,3,Track Event,Middle Distance,,Julius Itubo,26,1,Kingston College,,4:00.76X,9
1500 Meter ,Boys,2,Track Event,Middle Distance,,Jelani Brown,26,9,Kingston College,,4:24.77X,0
1500 Meter ,Boys,1,Track Event,Middle Distance,,Chevhoun Connolly,26,6,Maggotty High School,,4:03.22X,3
1500 Meter ,Girls,3,Track Event,Middle Distance,,Shawntaesha Gooden,26,6,Manchester High School,,5:11.30X,3
1500 Meter ,Boys,2,Track Event,Middle Distance,,Oraine Lyle,26,10,Marcus Garvey Technical High School,,4:27.77X,0
1500 Meter ,Girls,3,Track Event,Middle Distance,,Keona James,26,12,Merl Grove High School,,5:47.00X,0
1500 Meter ,Boys,3,Track Event,Middle Distance,,Jason Johnson,26,8,Munro College,,4:42.45X,1
1500 Meter ,Girls,3,Track Event,Middle Distance,,Asharah Campbell,26,9,Oberlin High School,,5:15.40X,0
1500 Meter ,Girls,1,Track Event,Middle Distance,,Lennika Walters,26,11,Oberlin High School,,6:07.14X,0
1500 Meter ,Girls,2,Track Event,Middle Distance,,Shameika Dennis,26,9,St. Elizabeth Technical High School,,5:12.75X,0
1500 Meter ,Boys,2,Track Event,Middle Distance,,Dejaun Gray,26,3,St. Elizabeth Technical High School,,4:11.04X,6
1500 Meter ,Boys,1,Track Event,Middle Distance,,Ryan Achau,26,1,St. Jago High School,,3:50.71X,9
1500 Meter ,Girls,3,Track Event,Middle Distance,,Shannaya Palmer,26,5,St. Jago High School,,5:01.20X,4
1500 Meter ,Boys,3,Track Event,Middle Distance,,Jordan Gordon,26,12,St. Jago High School,,4:57.17X,0
1500 Meter ,Girls,2,Track Event,Middle Distance,,Jada Fletcher,26,8,St. Jago High School,,5:02.96X,1
1500 Meter ,Boys,2,Track Event,Middle Distance,,Phillip Palmer,26,1,St. Jago High School,,4:09.91X,9
1500 Meter ,Girls,1,Track Event,Middle Distance,,Kededra Coombs,26,6,St. Jago High School,,4:57.81X,3
1500 Meter ,Girls,1,Track Event,Middle Distance,,Tashalee Palmer,26,9,St. Jago High School,,5:28.68X,0
1500 Meter ,Girls,2,Track Event,Middle Distance,,Alexia Palmer,26,3,Sydney Pagon Academy,,4:45.97X,6
1500 Meter ,Boys,2,Track Event,Middle Distance,,Luke Plummer,26,5,Sydney Pagon Academy,,4:11.87X,4
1500 Meter ,Boys,2,Track Event,Middle Distance,,Tyrone Morgan,26,11,Sydney Pagon Academy,,4:29.77X,0
1500 Meter ,Girls,1,Track Event,Middle Distance,,Annataseca Blackwood,26,2,Sydney Pagon Academy,,4:45.43X,7
1500 Meter ,Girls,2,Track Event,Middle Distance,,Keyah Anderson,26,6,The Queen's School,,4:56.39X,3
1500 Meter ,Girls,3,Track Event,Middle Distance,,Driana Frater,26,11,Vere Technical High School,,5:22.56X,0
1600m Sprint Medley ,Boys,Open,Track Event,Relay,,Alphansus Davis High School,26,6,Alphansus Davis High School,,03:34.6,4
1600m Sprint Medley ,Girls,Open,Track Event,Relay,,Alphansus Davis High School,26,2,Alphansus Davis High School,,04:10.3,10
1600m Sprint Medley ,Boys,Open,Track Event,Relay,,Calabar High School,26,2,Calabar High School,,03:28.4,10
1600m Sprint Medley ,Boys,Open,Track Event,Relay,,Clarendon College,26,7,Clarendon College,,03:39.7,3
1600m Sprint Medley ,Boys,Open,Track Event,Relay,,Edwin Allen High School,26,8,Edwin Allen High School,,03:40.9,2
1600m Sprint Medley ,Girls,Open,Track Event,Relay,,Edwin Allen High School,26,3,Edwin Allen High School,,04:10.7,8
1600m Sprint Medley ,Boys,Open,Track Event,Relay,,Excelsior High School,26,5,Excelsior High School,,03:33.8,5
1600m Sprint Medley ,Girls,Open,Track Event,Relay,,Excelsior High School,26,7,Excelsior High School,,04:24.3,3
1600m Sprint Medley ,Girls,Open,Track Event,Relay,,Holmwood Technical High School,26,1,Holmwood Technical High School,,04:09.5,12
1600m Sprint Medley ,Boys,Open,Track Event,Relay,,Jamaica College,26,4,Jamaica College,,03:30.0,6
1600m Sprint Medley ,Girls,Open,Track Event,Relay,,Manchester High School,26,--,Manchester High School,,DQ,0
1600m Sprint Medley ,Boys,Open,Track Event,Relay,,Port Antonio High School,26,3,Port Antonio High School,,03:28.5,8
1600m Sprint Medley ,Girls,Open,Track Event,Relay,,Port Antonio High School,26,6,Port Antonio High School,,04:21.8,4
1600m Sprint Medley ,Boys,Open,Track Event,Relay,,St. Elizabeth Technical High School,26,1,St. Elizabeth Technical High School,,03:28.2,12
1600m Sprint Medley ,Girls,Open,Track Event,Relay,,The Queen'S School,26,4,The Queen's School,,04:15.3,6
1600m Sprint Medley ,Girls,Open,Track Event,Relay,,William Knibb Memorial,26,5,William Knibb Memorial High School,,04:17.2,5
2000 Meter Steeplechase,Girls,Open,Track Event,Middle Distance,,Chevelle White,26,3,Alphansus Davis High School,,7:54.71X,6
2000 Meter Steeplechase,Boys,Open,Track Event,Middle Distance,,Jevaughn Henry,26,3,Bellefield High School,,6:26.52X,6
2000 Meter Steeplechase,Boys,Open,Track Event,Middle Distance,,Roshane Johnson,26,5,Bellefield High School,,6:39.88X,4
2000 Meter Steeplechase,Boys,Open,Track Event,Middle Distance,,Rasheem Walker,26,12,Buff Bay High School,,7:16.24X,0
2000 Meter Steeplechase,Boys,Open,Track Event,Middle Distance,,Shakeem Ebanks,26,7,Calabar High School,,6:47.29X,2
2000 Meter Steeplechase,Boys,Open,Track Event,Middle Distance,,Tavar Flemmings,26,11,Calabar High School,,7:05.19X,0
2000 Meter Steeplechase,Boys,Open,Track Event,Middle Distance,,Nicholas Francis,26,9,Charlemont High School,,6:56.74X,0
2000 Meter Steeplechase,Boys,Open,Track Event,Middle Distance,,Obinna Reid,26,--,Clarendon College,,DNFX,0
2000 Meter Steeplechase,Girls,Open,Track Event,Middle Distance,,Ashanti Parkes,26,6,Convent of Mercy Academy (ALPHA),,8:19.09X,3
2000 Meter Steeplechase,Girls,Open,Track Event,Middle Distance,,Tydrania Palmer,26,10,Convent of Mercy Academy (ALPHA),,9:25.65X,0
2000 Meter Steeplechase,Boys,Open,Track Event,Middle Distance,,Oshane Windett,26,6,Edwin Allen High School,,6:40.75X,3
2000 Meter Steeplechase,Girls,Open,Track Event,Middle Distance,,Sushana Johnson,26,1,Edwin Allen High School,,7:00.04X,9
2000 Meter Steeplechase,Girls,Open,Track Event,Middle Distance,,Briana Morris,26,2,Edwin Allen High School,,7:52.58X,7
2000 Meter Steeplechase,Girls,Open,Track Event,Middle Distance,,Kemisha Gordon,26,4,Holmwood Technical High School,,8:15.79X,5
2000 Meter Steeplechase,Girls,Open,Track Event,Middle Distance,,Baby Lindo,26,9,Holmwood Technical High School,,8:51.80X,0
2000 Meter Steeplechase,Girls,Open,Track Event,Middle Distance,,Sackeela Whilby,26,5,Hydel High School,,8:18.54X,4
2000 Meter Steeplechase,Girls,Open,Track Event,Middle Distance,,Shania Grant,26,7,Hydel High School,,8:31.53X,2
2000 Meter Steeplechase,Girls,Open,Track Event,Middle Distance,,Hayleigh Brown,26,11,Immaculate Conception High School,,9:31.64X,0
2000 Meter Steeplechase,Girls,Open,Track Event,Middle Distance,,Kimoya Dennis,26,12,Immaculate Conception High School,,9:38.76X,0
2000 Meter Steeplechase,Boys,Open,Track Event,Middle Distance,,Evans Tetteh,26,1,Jamaica College,,6:00.56X,9
2000 Meter Steeplechase,Boys,Open,Track Event,Middle Distance,,Dominic Amponsah,26,2,Jamaica College,,6:19.31X,7
2000 Meter Steeplechase,Boys,Open,Track Event,Middle Distance,,Trevaine Francis,26,8,Kellits High School,,6:48.05X,1
2000 Meter Steeplechase,Boys,Open,Track Event,Middle Distance,,Azornie Gunzell,26,10,Kellits High School,,7:02.48X,0
